Gene,placenta_1,placenta_2,Uterus_D14_1,Uterus_D14_2,Uterus_D14_3,placenta_term_1,placenta_term_2,placenta_term_3,placenta_term_4,PTR2_1,PTR2_2,PTR2_3,sTO01_1,sTO01_2,sTO02_1,sTO02_2,sTO02_3,sTO03_1,sTO03_2,sTO03_3
ssc-mir-7134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000047396,0.024920856,0,0.037359815,0.082389221,0.057616157,0,0,0,0.046354007,0.019793753,0.01875709,0.018784483,0.043954887,0.01889779,0.016954617,0,0.055554358,0.03732166,0.016268442,0.017335013
FAM83F,6.752027025,3.188193847,1.107388565,1.254974619,1.414280319,2.89297268,3.819999643,3.745812237,3.501758363,5.228441307,5.588778018,5.762238062,10.84032055,10.3511526,13.78622604,13.02510617,12.73902368,11.3420218,11.25420964,11.35778455
GRAP2,0.397129885,0.029285358,0.985411359,1.328016358,1.218923988,0.36648249,0.30306409,0.227213128,0.16981171,0.010876765,0.010307114,0.010322166,0.289841137,0.50883702,0.56831541,0.891205355,0.630899485,0.03076266,8.94E-03,0.019051351
ENTHD1,0.108561957,0.016583095,0,0.017090934,0,0.03036936,0.083487281,0.020585834,9.62E-03,0,0,0,0.095739659,0.058802755,0.168820286,0.08589838,0.138291275,0.05806543,0.111366691,0.107879972
CACNA1I,0.018671527,0.106479141,0.065312812,0.01028812,0.025181289,0,9.31E-03,4.13E-03,0.030871067,0.051905463,0.032791337,0.030493567,2.74E-03,4.72E-03,2.12E-03,2.15E-03,2.31E-03,0,4.06E-03,0
RPS19BP1,20.19781503,20.55118983,18.32547416,19.02518861,15.30467442,8.86282368,9.538808825,8.612079679,12.73285565,19.80654887,21.91157349,22.36883607,13.10211514,13.26267437,18.19385508,17.81154402,19.03317008,21.9681113,22.19634883,22.29106917
ATF4,120.0639434,102.261463,115.8034042,127.0905527,101.6292185,63.8112856,89.97251885,92.92591321,93.30767623,254.8668934,259.7587294,258.5905047,122.5037914,116.5686289,152.9458122,169.9905159,160.2042216,154.711137,139.2869401,147.1125949
ENSSSCG00000039538,6.656510446,3.281822739,6.388924411,6.430726175,6.72307256,2.93489211,5.109861415,4.599436002,4.642280128,3.943922704,3.516656121,3.845973501,4.534187351,4.299080212,4.44222952,4.676198252,4.757455313,6.08962915,5.238725816,5.20822185
MGAT3,0.301135423,0.548853449,8.967313551,5.588735506,7.452661532,1.08108374,1.322238729,0.595030604,0.840189842,0.206565573,0.236956977,0.185715413,0.018106922,0.036329152,0.023281138,4.74E-03,0,0.01024961,4.47E-03,0.023803476
TAB1,5.898761772,4.050886469,21.52765571,20.47603425,19.22525375,1.99402749,2.374204013,2.060820066,3.096579344,11.35776379,12.79751403,12.38445192,6.557958839,6.804908084,9.605591325,9.267067845,9.416115002,11.4225361,9.912203875,10.26148019
SYNGR1,0.911496746,1.687507331,25.38491995,17.00728172,19.12870703,0.59836274,0.828699151,0.47358341,0.939751724,7.111449447,7.181994088,6.984403169,3.24291814,3.760123169,3.823521565,3.209389612,3.065322459,2.29330814,2.182906369,2.514419546
RPL3,274.6182441,261.4399774,391.9438858,354.2170238,282.9537103,180.350611,174.2577802,187.9626429,222.0660167,296.9334407,314.2493975,330.2187811,495.4480129,513.1116986,711.2735728,734.7357352,714.4356742,710.111784,682.7950492,688.8019711
SNORD43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000034473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD83A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD83B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFB,3.69158772,8.205188769,34.6568012,19.88736191,25.98223963,5.37226056,5.39346431,4.305632734,6.971594766,11.43998595,12.02513012,11.96970555,4.589823866,5.194907671,7.328724318,6.033387395,5.810048837,9.17195423,9.497314655,10.24625432
CBX7,1.882737821,0.651312751,10.41828924,12.99800542,10.33795847,0.77711303,1.291735872,0.753396555,1.098661677,0.373847975,0.583500813,0.438264716,2.368464499,2.414497852,2.769002159,2.146912372,2.119103021,2.36349016,2.295449069,2.118530979
ENSSSCG00000000091,0.226326687,0.53778566,5.428720759,6.678769869,6.598883183,0.49243545,0.556535874,0.367176414,0.467754074,0.019973696,0,0,0.177417908,0.114417527,0.153978751,0.191514342,0.037372931,0.28245712,0.377575754,0.157433433
ENSSSCG00000054928,0.237721607,0.610050608,4.169618044,4.29634042,5.028877695,0.52757278,0.838916723,0.347096454,0.722217163,0,0,0,0,0,0,0.098749583,0.070658198,0.07120273,0.046555706,0.181895746
CBX6,0.764591835,0.689809875,11.5339298,5.805965508,9.694783624,0.82659039,1.264797887,0.816668389,1.666614929,0.22773307,0.179838295,0.225126163,2.507499469,2.264841108,2.519627855,2.175308175,1.961895482,1.78020809,1.45839207,1.74513961
NPTXR,0.055709201,0.041697588,0.801751754,0.595504223,0.482991537,0.05454475,0.099964631,0.025881164,0.048356854,0.044247843,0.033544353,0.020995838,0.044216428,0.059142954,0.053061557,0.046283217,0.062094352,0.02920068,0.021820324,0.034876319
DNAL4,4.817824563,3.524736847,18.33425738,17.7549828,15.37764142,1.13312765,1.773355472,1.074461751,2.092200007,0.309848359,0.455111932,0.499883986,4.610022375,5.47272721,5.493882854,6.090401617,5.464234011,6.19281203,6.073729038,5.820663865
GTPBP1,11.48707706,5.405761453,18.59584793,20.02533398,20.13463076,4.09137193,6.050976443,5.314579614,6.236396835,2.872378031,2.725910178,2.523261772,7.977812016,7.683405184,9.22102939,9.569744734,8.66897259,10.3858289,9.701310079,9.754278259
SUN2,34.4888588,16.41506299,54.96963578,87.54001738,48.49485028,12.5056037,16.3213265,16.06353142,27.73367758,8.571537691,8.939783478,9.209258004,24.13441674,22.90405367,23.49364279,25.07043007,22.94946014,23.532808,22.81687329,22.69157689
JOSD1,17.56250606,9.672623623,12.16869399,14.36966744,13.1365577,9.04395294,9.258489337,12.4337143,12.98826061,11.39110418,10.67689954,11.85728002,13.93401274,14.33826255,13.25964739,14.57530694,13.99858858,13.3328894,12.21862586,12.71170788
TOMM22,21.98006815,18.65369672,20.42568756,18.79138628,18.16779157,12.8873771,10.19931073,13.51581503,16.51664729,47.80183186,49.99722448,51.18620717,23.87618552,24.98200349,30.71780312,31.83999249,33.31201079,30.8010569,30.65062522,30.88126036
ENSSSCG00000043051,2.211346457,2.676813638,2.939818597,3.159469279,2.811216998,1.77022748,2.032150737,1.906728059,2.331928914,4.043020351,4.692638125,4.295137299,3.464036869,3.656616803,4.314689358,4.213315531,4.088071593,3.85624516,4.019446085,3.905664935
FAM227A,0,0,0.309263282,0.29229222,0.374742179,9.62E-03,0,9.78E-03,0,0.035111146,0.022181508,0.066641705,0,0.022347895,0.010024982,0,0,0.02206768,0.019238516,0.03074971
ENSSSCG00000055522,6.98E-03,0,0.083718897,0.19231712,0.201735855,4.56E-03,4.18E-03,0.027797251,0,0.022177722,0.047286456,0.068402408,6.16E-03,0.010586924,0.014247479,0.019331569,5.19E-03,0.02613544,0.013670866,0
DMC1,0.500514965,1.227774809,0,0.032445489,0.034034508,0.01921777,0,9.77E-03,0.02738183,0.292309773,0.476440976,0.432751952,1.454020011,2.065180079,1.872857705,2.119907185,1.892422769,3.29592523,3.344262814,3.061755721
ENSSSCG00000000104,85.68761649,47.30774904,82.88452446,85.14422115,93.42999037,103.292936,83.69067121,113.0681226,94.75974873,86.15382687,89.9417869,92.10008747,48.32034599,50.20049996,57.550649,53.43152087,53.09401481,49.4716532,53.37563582,49.96279718
KDELR3,2.657714106,4.341646059,6.068651005,4.447485433,5.077782017,3.16435744,3.606191401,3.633903251,3.043900653,23.29839145,23.36545598,23.70563747,5.794420094,7.053819698,8.756110229,8.654930407,8.045834482,5.79526325,5.228998349,5.503344286
ENSSSCG00000045068,0,0,0,0,0,6.45E-03,0,0.01640512,6.13E-03,0.019632959,0.018604717,0,0,0,0,0,0,0,0,0
KCNJ4,0.022640153,0,0,0,0.078514874,0,0,0,0.884347547,0.64736175,0.477133477,0.375438078,0,0,0.015402967,0,0,0,0.014779589,0
CSNK1E,5.843771241,7.612124245,27.15891487,18.39972545,22.17318396,5.58217625,6.538556461,4.362649122,5.718105775,8.959296426,8.316903439,9.815494861,18.24325799,20.21796503,22.90635807,22.95524253,22.46408672,26.3928487,24.50250915,26.34668017
TMEM184B,3.586262114,5.17464323,22.0246639,15.03199081,18.37173551,1.74151495,3.119150726,1.291633107,2.176993214,0.926545975,1.138817728,1.022950382,7.303210027,5.894453374,8.718319,8.076387713,7.874453238,11.9308158,11.73579608,12.55340815
MAFF,87.53326381,26.52609489,17.98562448,19.7295726,17.62855858,34.6297018,37.12573306,65.0150136,33.6723724,14.85441795,17.46939336,16.77446386,15.67545027,21.21355301,17.17853258,18.53819327,17.0454208,16.2047138,15.60791141,15.54955509
PLA2G6,3.288213286,1.598974171,8.310768454,6.200264262,6.570776161,0.78734408,1.403438645,0.904731458,1.311353987,2.414848574,2.561985242,2.652911642,0.619312783,0.607710431,0.989269458,0.766473366,0.798094231,1.00221278,0.96541256,1.005717845
BAIAP2L2,0.47522482,0.523087338,7.33381578,3.742938157,4.83106313,0.18246728,0.183925126,0.11131669,0.18198792,0.610587717,0.715371461,0.463563414,0.135589823,0.381566947,0.152147635,0.10644573,0.145405939,0.03139854,0.091243766,0.087503194
SLC16A8,0.031581075,0.050652879,0.331410835,0.26102034,0.237296641,0.08245589,0.28334552,0.157197998,0.186017405,0.163044233,0.083195043,0.297559075,0.083553063,0.083819101,0.04297164,0.054661592,0.082135114,0.15371218,0.123697569,0.131807268
PICK1,7.252356583,3.92332751,21.31483913,22.00219094,17.41336388,3.49892825,3.952098326,4.537387295,5.234160011,7.615877093,8.996988867,9.161377173,7.432247601,7.325488278,9.429314733,8.454415526,8.66935823,10.6465358,10.61022743,10.27894394
POLR2F,18.58255318,26.25121191,70.55958967,70.10416811,49.80899624,14.7559906,15.14431982,14.52338209,24.58477419,18.67377331,19.02295017,18.0624106,23.3655167,23.75991298,30.05267616,33.55627228,30.13629907,34.8374975,34.35575908,37.174252
SOX10,0,0,0.015675716,0.069138996,0.07252508,0.08872863,0.037526242,0.041638562,0.259327574,8.31E-03,0.031480972,0.04729042,9.22E-03,7.93E-03,0,7.24E-03,0,0,6.83E-03,7.27E-03
C22orf23,0.424864148,0.562458008,3.214980997,4.057778705,4.373445548,0.26411653,0.217821868,0.040281987,0.062719684,0.289246739,0.18273197,0.442247175,0.624472108,0.981880903,1.046090861,1.02251341,1.037322487,0.98471864,1.043376108,0.985122027
MICALL1,10.13345241,6.379026978,14.10814458,10.13627066,12.5170517,2.13899384,4.013967637,2.070774936,2.584014039,2.300247593,2.344208071,2.394077488,16.38621119,14.28119743,23.07586758,22.09043194,21.78645128,25.7630152,24.14588726,25.15611589
EIF3L,32.75136756,25.1475923,47.31322185,47.09865064,40.01513525,19.4752455,17.54089489,26.07193576,24.18693048,11.02933597,10.01736689,13.2161373,55.52181928,60.98702683,65.16495362,63.2458305,61.82875819,67.8782073,64.08757606,65.69040447
ANKRD54,2.355234537,1.791594513,8.81520847,9.058106378,8.259193753,1.02145183,1.890932698,1.269381318,2.087519611,2.498424015,3.188490936,2.347201627,3.289834925,2.732944351,4.355398943,3.808399493,4.099276675,5.05409942,4.426782566,4.793972978
GALR3,0,0,0.546771129,0.421069113,0.361383531,0.03400953,0.062329545,0.011526657,0.021536622,0.041383856,0.0784329,0.013091241,0.015316472,0.013170206,0.011815975,0,0,0.02601013,0.011337767,0.024162158
GCAT,0.821648038,0.380709651,1.786058088,1.448745118,1.108112717,0.3396667,0.499646202,0.363541004,0.50943513,0.674359435,0.711190854,0.639974309,0.470991848,0.321917299,0.316765966,0.331831781,0.315449743,0.43067719,0.393341939,0.400078361
H1-0,36.89496937,35.22957576,26.94149973,24.78114724,21.04087655,18.0468521,20.99319495,27.789379,50.69366437,0.695399194,0.936443695,1.123057944,25.8726986,29.16597669,37.95465222,35.84827525,37.60828087,48.3991679,56.05172271,50.39891965
ENSSSCG00000020777,24.84863587,18.23437431,87.84371895,72.22517972,75.66908041,13.6314031,20.33038353,9.70441201,18.84383325,7.117925657,8.007740153,8.107337354,17.38069149,18.27841352,22.58743384,24.31475575,23.12389531,26.7480454,27.21898388,27.06284218
ENSSSCG00000055168,0.512686031,0.288525266,0.148323877,0.089208311,0.187154581,0.70451895,0.661728628,0.758122156,0.60786368,0.064296053,0.040619108,0.040678428,0.991518571,1.330023422,1.144308861,1.37620859,1.136212236,0.90250463,0.704597148,0.725764661
NOL12,4.073742944,2.336701783,7.282232891,6.622717016,6.94706472,2.96140405,3.331735583,2.522367249,3.681904956,2.047030962,2.091788922,2.238080939,6.0435139,5.637958609,8.104485687,8.304934984,7.572176018,8.35979,7.14847542,7.361026902
LGALS1,17.85655979,48.11963373,137.5379223,91.22842036,91.21886887,45.915135,43.37033648,38.47232483,61.21809237,82.95914057,87.53314745,85.85481286,2.778973059,3.883037097,11.92518637,18.11225716,11.63459267,17.0579319,16.45671388,17.78678886
PDXP,0.108285999,0.115786592,0.904441806,0.698947094,1.019296303,0.10097389,0.111033415,0.102667528,0.287738907,0.196589096,0.19793641,0.244866763,0.695758713,0.774223325,0.77880909,0.803250292,0.770163586,0.90351815,0.747289693,1.086818044
SH3BP1,4.392729232,4.115465148,9.323961976,9.650941973,10.28480083,1.44729082,1.926788491,1.082850699,1.789770287,5.438392508,6.738471695,6.496039157,16.07361934,15.39690053,23.12088401,23.45129107,21.6262013,24.4869526,24.63398533,25.56028545
GGA1,6.25200182,3.00600857,7.407153938,6.386612858,6.37894222,1.90313372,3.10359716,1.911245719,2.673200329,1.393620208,1.679018899,1.529056898,4.386125334,4.122689541,5.116598171,5.075848506,4.737810175,5.5118394,5.033006149,5.328944526
LGALS2,0.251678016,0.226897404,0.880367137,0.630840077,0.838578586,0.80206443,0.791057557,0.671410002,1.150445419,0.435074131,0.263715681,0.379412432,0.779008772,0.467770865,1.044144297,1.055720483,0.810403469,1.00510637,0.586312968,1.005782156
CDC42EP1,12.74266327,6.722127685,13.86258369,7.999385554,10.32951889,1.61145694,4.152304576,1.087490726,3.118948231,0.342718648,0.542652614,0.514626043,9.286813172,7.384904103,12.87578548,13.08767282,11.54680019,12.065227,11.81985113,11.53855594
ENSSSCG00000043864,0,0,0.028653476,0.063189221,0.022094638,0,0,0.012685115,0,0,0,0,0,0.014493845,0,0,0,0.01431211,0,0
CARD10,3.562792641,4.149041929,22.54904345,17.1044073,15.48729105,3.39391889,3.679712064,3.0762624,2.537057031,2.98669967,3.095780948,3.073712799,6.327531741,4.606280371,11.74033925,12.12317314,12.14672261,11.8071399,11.16847605,10.66890647
MFNG,0.657090953,1.686252844,12.13909756,8.110165013,10.34205227,1.00297595,1.34234234,0.905742484,1.128204179,0.032117172,0.091305277,0.038099424,0.026745308,0.015331695,0.041265623,0.048992041,0.037559175,0.02270918,0,0.028127642
ENSSSCG00000062226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELFN2,0,0,0.092716126,0.095417436,0.100090506,0.02422142,7.40E-03,0.032836915,0.05368397,0,0,0,0.010908317,0,0,0,0,9.26E-03,0,0
ENSSSCG00000042139,0,0,0.090436824,0.066479804,0.083682784,7.88E-03,0,0,0,0,0,0,0,0,0,8.35E-03,0.017930709,0,0,0
CYTH4,1.17968433,0.630698475,6.189785649,8.08904979,7.87912466,0.95335504,0.918411466,0.646230489,2.008512007,0,0,0,0,0,0,0,0,0,6.11E-03,0
RAC2,0.066374076,0.097585919,5.951578975,9.659712166,7.174000932,0.06498671,0.119101691,0.079842724,0.172328211,0,6.25E-03,3.13E-03,0,0,0,2.87E-03,0,0,0,0
SSTR3,0,0,0.06470402,0.011890927,0,0.01408622,0,0,0.033450498,0,0,0,0,0,0,0,0,0,0,0
C1QTNF6,0.928729244,2.242391471,9.671201792,5.084336994,6.083704545,2.01418545,2.335506676,1.603911413,2.550976491,0,0,0,0,0,0.033970442,0.041483251,0,0,0,0
IL2RB,7.14E-03,0.045803894,6.057917675,7.757615967,7.386514307,0.05126166,0.038433141,0.014214948,0.039839214,0,0,0,0,0.010827875,4.86E-03,0,0,0,0,0
TMPRSS6,0.015142257,8.10E-03,0.147552213,0.150182492,0.166289776,0.02470958,0.072456739,0.020099231,0.023471114,0,5.70E-03,0.011413712,0.026707598,0.011482559,5.15E-03,0,0,0,0,0.010532994
KCTD17,6.498294927,3.676688893,3.705486692,3.086343945,2.765122594,2.08178849,3.857041274,2.487130117,3.114479142,1.250760294,1.185253944,1.126884382,9.914598527,8.767138356,3.858238888,3.346639424,2.843917269,4.54503391,4.20958331,4.367707751
MPST,0.704389695,0.603901332,1.369917021,1.720328177,2.200708884,0.51362541,0.554167502,0.682281929,1.046585515,0.473786896,0.520617801,0.392229402,3.794319694,3.204883838,3.747440669,3.382954076,3.362121908,3.60186336,3.392789558,3.606394826
TST,25.31516535,23.31370745,29.01279845,48.79954845,44.29732532,6.81363713,7.201611783,8.695119334,11.9034563,6.988387085,8.48129717,8.013731933,30.54397793,25.03484988,59.00674453,44.04344104,51.17141106,46.118782,47.10874574,50.59987956
ssc-mir-9819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX33,0,0,0,0,0,0.01525466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2RB,3.248725259,10.30276511,4.083348294,5.34770321,6.216415545,2.48221953,3.080467823,1.486441608,3.135306157,0,4.39E-03,0,5.14E-03,0,0.011904306,4.04E-03,4.33E-03,8.74E-03,3.81E-03,8.11E-03
NCF4,0.475137069,0.628513183,3.223691354,3.584275959,4.422313638,0.87605736,0.709023662,0.435623016,1.52763019,0.038905621,0.058988814,0.088612441,9.857732538,8.0863709,3.385835958,3.072491847,2.835427511,5.24873717,5.045883095,5.325585448
PVALB,0,0,0,0.046251604,0.19406711,0,0,0,0.286243988,0,0,0,0,0,0,0,0,0,0,0
IFT27,0.255859817,0.385041804,3.608392673,3.822131165,3.713550602,0.36494308,0.357089478,0.213833664,0.687428052,0.338700635,0.256769433,0.407145328,0.233997148,0.251509512,0.419060477,0.360841411,0.471788158,0.18449291,0.259818827,0.171385024
ENSSSCG00000058508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000062571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000056418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNG2,0,0,0.03898832,0,0.030063815,0,0.01555575,0,0.564369944,0,0,0,0,0,0,0,0,0,0,0
EIF3D,49.42930892,39.6003431,89.94429876,97.93358758,86.4154248,23.0520351,21.80653879,23.15350302,34.27698828,25.48003659,29.18894579,29.01901672,59.59002457,60.69960874,99.82623449,97.29114525,94.41382149,103.658107,95.51439333,100.1697814
FOXRED2,1.488745435,1.239467902,4.642558751,3.055801599,4.860737836,0.452495,0.713734401,0.490254223,0.701092459,0.144422316,0.106920667,0.089944523,1.072376123,0.749749955,2.153274374,1.978802719,1.971832152,4.03362483,3.913403391,3.822142064
TXN2,5.560219954,4.13878121,6.174244522,6.509822243,4.894655207,2.25956965,2.703101897,3.320090289,3.344977162,3.441815426,3.665753156,3.994936193,5.103865938,4.291563353,6.315024065,6.12892695,6.09621209,7.25366964,6.96553252,7.422197696
ENSSSCG00000058482,0.019530402,0.020883204,0.014639388,0.04304546,0.033865209,0.05099246,0.146022362,0.064809701,0.036327499,0.093073833,0.066149442,0.095688734,0.111953775,0.155506491,0.086367342,0.094650862,0.058050381,0.08774663,0.095621476,0.081512389
MYH9,45.00284203,53.79483717,150.3664568,113.3611899,143.875721,48.491819,63.6076684,43.5298054,40.29870448,7.769301122,9.14567751,9.092700973,153.7563734,151.1013681,127.2744657,139.6252462,134.670282,153.451948,146.6250989,154.4815609
ENSSSCG00000000148,0.286900841,0.595501426,13.43442786,22.91288567,16.07538705,0.49571289,0.807553066,0.492826912,0.711532727,3.538767281,3.721799903,3.879886471,0.119065817,0.166369726,0.677422999,0.502419767,0.464000593,0.36647885,0.220341297,0.164350918
ENSSSCG00000039706,0,7.69E-03,2.888064624,7.161186247,5.692096529,0.06099701,4.30E-03,9.54E-03,0.044569055,0,0,0,0,0,0,0,0,5.38E-03,0,5.00E-03
ENSSSCG00000048676,0,0,0.094005841,0.069103376,0.090609644,0.01023264,0.018753454,0,0.019439548,0,0.023598565,0,0,0,0,0,0,0,0,0
RBFOX2,3.561537186,3.819302889,8.536571549,8.049376453,9.089879909,3.3891031,3.613417006,2.947780706,4.06657445,3.030272672,2.922219324,3.539098178,5.615240571,5.103174817,5.511736057,5.218260814,5.316073778,5.54310487,5.619844515,5.466155926
SNORA70_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSSSCG00000046062,0.193195973,0.309866976,15.63988599,13.83877363,10.94322869,0,0,0.064110168,0,0.076724356,0,0,0.170377515,0,0.131438651,0.46814617,0.215339271,0.14466587,0.252238323,0.134387622
ENSSSCG00000000151,0.120603907,0,0,0,0.013941603,0.05510541,0.165915666,0.024012726,0.044865829,0,0,0,0,0,0.016410295,8.35E-03,0.017923602,9.03E-03,0.055111524,8.39E-03
ssc-mir-9790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMP3,18.51031138,116.4454979,134.1210158,125.3517258,162.6510351,98.1156877,96.72633351,51.41796943,89.35042082,339.355018,346.3757011,369.9681283,884.7964675,846.2242155,908.3167328,754.1650208,875.964777,835.054418,852.0969011,831.3737135
SYN3,0.330090752,0.385041804,0.022493261,0.01653472,0.017344509,0.0979367,0.287183072,9.96E-03,0.037211205,0.059586223,0,0,0.092623871,0.170667169,0.183741902,0.332411482,0.200686007,0.10111631,0.058768544,0.083495268
FBXO7,7.629876884,7.128133764,16.23996149,24.6220029,19.98799886,4.30036416,4.571473417,5.435373578,6.296766441,7.497614335,6.928541586,8.06729634,4.202572464,3.929624339,6.094433995,5.084103465,5.427710646,5.98626997,5.890282914,5.995689078
BPIFC,0.171559212,0.050029778,0.491001034,0.928113944,0.667074606,0.02036039,0.027985998,0.062105698,0.048349772,0,0,0.058779737,0.082525244,0.059134293,0.053053787,0.043191343,0.046356993,0.04671425,0.071269285,0.010848821
